// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Face Facet Data File
// ================================================================================
//
// Data Structure:
// n x1 y1 z1 x2 y2 z2 x3 y3 z3
// One line per face facet, first number is the tet node index
// Note: All indices are zero-indexed
//
// ================================================================================
0 19.8039875 -45.91080475 200 21.05980206 -45.32733345 193.7507172 23.99251111 -43.58694204 195.8338114
0 19.8039875 -45.91080475 200 24.83095837 -43.00848198 200 23.99251111 -43.58694204 195.8338114
1 22.31561661 -44.74386215 187.5014343 21.05980206 -45.32733345 193.7507172 23.99251111 -43.58694204 195.8338114
1 22.31561661 -44.74386215 187.5014343 26.08677292 -42.42501068 193.7507172 23.99251111 -43.58694204 195.8338114
2 29.85792923 -40.10615921 200 24.83095837 -43.00848198 200 23.99251111 -43.58694204 195.8338114
2 29.85792923 -40.10615921 200 26.08677292 -42.42501068 193.7507172 23.99251111 -43.58694204 195.8338114
3 29.85792923 -40.10615921 0 26.08677292 -42.42501068 6.249283314 23.99251111 -43.58694204 4.166188876
3 29.85792923 -40.10615921 0 24.83095837 -43.00848198 0 23.99251111 -43.58694204 4.166188876
4 22.31561661 -44.74386215 12.49856663 26.08677292 -42.42501068 6.249283314 23.99251111 -43.58694204 4.166188876
4 22.31561661 -44.74386215 12.49856663 21.05980206 -45.32733345 6.249283314 23.99251111 -43.58694204 4.166188876
5 19.8039875 -45.91080475 0 24.83095837 -43.00848198 0 23.99251111 -43.58694204 4.166188876
5 19.8039875 -45.91080475 0 21.05980206 -45.32733345 6.249283314 23.99251111 -43.58694204 4.166188876
6 50 -1.224646757e-14 105.8823547 50 -1.224646757e-14 100 49.41106669 4.391385078 99.65886434
6 50 -1.224646757e-14 105.8823547 49.11660004 6.587077618 102.4294739 49.41106669 4.391385078 99.65886434
7 50 -1.224646757e-14 94.11764526 50 -1.224646757e-14 100 49.41106669 4.391385078 99.65886434
7 50 -1.224646757e-14 94.11764526 49.11660004 6.587077618 96.54711914 49.41106669 4.391385078 99.65886434
8 48.23320007 13.17415524 98.97659302 49.11660004 6.587077618 102.4294739 49.41106669 4.391385078 99.65886434
8 48.23320007 13.17415524 98.97659302 49.11660004 6.587077618 96.54711914 49.41106669 4.391385078 99.65886434
