x,y,z
0.184,0.088,0.116
0.2143851121364272,0.088,0.036756274216132756
0.21213203435596428,0.088,-0.04808326112068523
0.17758377732648578,0.088,-0.12560255582772634
0.11600000000000002,0.088,-0.184
0.036756274216132756,0.088,-0.2143851121364272
-0.0480832611206852,0.088,-0.21213203435596428
-0.12560255582772634,0.088,-0.1775837773264858
-0.18399999999999997,0.088,-0.11600000000000003
-0.21438511213642716,0.088,-0.036756274216132784
-0.21213203435596428,0.088,0.048083261120685186
-0.17758377732648575,0.088,0.1256025558277264
-0.11600000000000003,0.088,0.18399999999999997
-0.0367562742161327,0.088,0.2143851121364272
0.04808326112068516,0.088,0.21213203435596428
0.12560255582772636,0.088,0.17758377732648575
0.18,0.088,0.116
0.21068959400638204,0.088,0.038287007945593116
0.20930360723121808,0.088,-0.04525483399593902
0.17605304359702545,0.088,-0.12190703769768119
0.11600000000000002,0.088,-0.18
0.038287007945593116,0.088,-0.21068959400638204
-0.04525483399593902,0.088,-0.20930360723121805
-0.12190703769768119,0.088,-0.17605304359702545
-0.17999999999999997,0.088,-0.11600000000000003
-0.210689594006382,0.088,-0.03828700794559314
-0.2093036072312181,0.088,0.045254833995939006
-0.1760530435970254,0.088,0.12190703769768123
-0.11600000000000003,0.088,0.17999999999999997
-0.03828700794559306,0.088,0.21068959400638204
0.04525483399593898,0.088,0.20930360723121808
0.12190703769768121,0.088,0.1760530435970254
0.18,0.088,0.12
0.21222032773584237,0.088,0.04198252607563825
0.21213203435596426,0.088,-0.04242640687119284
0.17974856172707057,0.088,-0.12037630396822083
0.12000000000000001,0.088,-0.18
0.04198252607563825,0.088,-0.21222032773584237
-0.04242640687119284,0.088,-0.21213203435596423
-0.12037630396822083,0.088,-0.1797485617270706
-0.17999999999999997,0.088,-0.12000000000000002
-0.21222032773584237,0.088,-0.04198252607563828
-0.21213203435596428,0.088,0.042426406871192826
-0.17974856172707054,0.088,0.12037630396822088
-0.12000000000000002,0.088,0.17999999999999997
-0.041982526075638196,0.088,0.21222032773584237
0.0424264068711928,0.088,0.21213203435596426
0.12037630396822087,0.088,0.17974856172707054
0.176,0.088,0.12
