5.265625000e+00, -4.937182228e-01,  0.000000000e+00
5.328125000e+00, -4.906013981e-01,  0.000000000e+00
5.351562500e+00, -4.923011661e-01,  0.000000000e+00
5.296875000e+00, -4.913552844e-01,  0.000000000e+00
5.329104333e+00, -4.888806364e-01,  0.000000000e+00
5.360351562e+00, -4.988737274e-01,  0.000000000e+00
5.361450195e+00, -4.999065049e-01,  0.000000000e+00
5.362060547e+00, -4.994019634e-01,  0.000000000e+00
5.361694336e+00, -4.998664343e-01,  0.000000000e+00
5.360759919e+00, -4.852059336e-01,  0.000000000e+00
5.359102766e+00, -4.866685580e-01,  0.000000000e+00
5.359824332e+00, -4.640044863e-01,  0.000000000e+00
5.258018143e+00, -4.531250000e-01,  0.000000000e+00
5.264791783e+00, -4.257812500e-01,  0.000000000e+00
5.269644912e+00, -4.140625000e-01,  0.000000000e+00
5.250531027e+00, -4.335937500e-01,  0.000000000e+00
5.293993065e+00, -4.665203498e-01,  0.000000000e+00
5.292614744e+00, -4.840752442e-01,  0.000000000e+00
5.329529087e+00, -4.667325837e-01,  0.000000000e+00
5.322635259e+00, -4.603808706e-01,  0.000000000e+00
5.273120376e+00, -4.183629511e-01,  0.000000000e+00
5.258981797e+00, -4.532295380e-01,  0.000000000e+00
5.286715457e+00, -4.599976037e-01,  0.000000000e+00
5.290711604e+00, -4.217261199e-01,  0.000000000e+00
5.267153375e+00, -4.251958416e-01,  0.000000000e+00
5.267609766e+00, -4.604995737e-01,  0.000000000e+00
5.257340558e+00, -4.843750000e-01,  0.000000000e+00
5.325294328e+00, -4.263520542e-01,  0.000000000e+00
5.362792969e+00, -4.968555614e-01,  0.000000000e+00
5.365234375e+00, -4.913007415e-01,  0.000000000e+00
5.405934299e+00, -4.925264785e-01,  0.000000000e+00
5.371093750e+00, -4.958404946e-01,  0.000000000e+00
5.406250000e+00, -4.944761281e-01,  0.000000000e+00
5.365477404e+00, -4.696096802e-01,  0.000000000e+00
5.476562500e+00, -4.786770953e-01,  0.000000000e+00
5.488281250e+00, -4.953754995e-01,  0.000000000e+00
5.503071536e+00, -4.910833126e-01,  0.000000000e+00
5.496093750e+00, -4.983028869e-01,  0.000000000e+00
5.507812500e+00, -4.972044804e-01,  0.000000000e+00
5.478440710e+00, -4.778193631e-01,  0.000000000e+00
5.453125000e+00, -4.951522490e-01,  0.000000000e+00
5.501549143e+00, -4.843506530e-01,  0.000000000e+00
5.395743083e+00, -4.303257778e-01,  0.000000000e+00
5.390697166e+00, -4.722091409e-01,  0.000000000e+00
5.422193361e+00, -4.723923572e-01,  0.000000000e+00
5.421988576e+00, -4.321535863e-01,  0.000000000e+00
5.393968099e+00, -4.290405241e-01,  0.000000000e+00
5.420359546e+00, -4.311274122e-01,  0.000000000e+00
5.424144310e+00, -3.914146703e-01,  0.000000000e+00
