// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Tetrahedra Data File
// ================================================================================
//
// Data Structure:
// Node 1 Node 2 Node 3 Node 4
// Note: Node numbers are zero-indexed
//
// ================================================================================
444 442 297 1190
705 721 847 800
735 1131 766 1078
855 792 1095 774
1260 1044 1212 751
916 772 1110 814
1037 480 1247 857
429 834 954 811
582 607 583 425
1264 1031 1222 737
194 131 145 1250
643 340 440 797
362 493 1027 1164
1256 755 1186 1251
712 444 456 1190
1134 795 741 1258
785 910 1169 1055
442 521 297 1190
474 471 916 1235
329 411 330 740
483 925 945 972
870 758 791 1118
145 131 211 1250
131 169 79 818
1156 628 841 1136
0 1 228 2
3 7 475 1242
480 496 484 1247
295 1216 1241 1007
656 191 708 665
328 326 1014 986
527 545 559 940
698 672 703 927
780 806 880 950
755 772 1027 1251
694 788 1016 946
1252 1008 765 1238
702 721 389 847
708 695 696 1224
1200 647 922 1078
192 204 695 1224
495 1037 1101 1107
802 947 843 842
818 935 1229 788
608 602 599 1087
937 744 787 1013
495 403 754 1101
621 620 1206 801
1147 793 951 992
735 988 1268 1078
555 520 509 856
1193 861 946 898
370 417 1052 829
883 948 831 765
421 24 490 25
735 1268 1131 1078
477 475 1242 945
453 906 1267 853
188 35 28 899
696 1043 791 1224
708 696 791 1224
691 875 878 1237
129 687 688 1116
33 1117 791 1233
612 638 319 1100
1043 863 861 819
561 350 416 993
1043 870 758 791
880 806 1212 751
1221 834 1142 851
684 1054 1176 1029
1041 810 795 1148
799 929 875 1112
1246 864 1219 1175
493 338 479 879
1022 741 1258 1219
357 358 845 910
500 470 814 1269
128 211 818 1116
33 164 1117 1233
1138 749 982 812
863 1117 1250 819
745 1246 917 1219
866 743 1104 989
653 626 870 957
169 67 807 757
638 621 815 801
1193 996 735 766
129 211 128 1116
35 17 188 28
635 631 628 1200
210 928 780 749
159 210 780 749
66 877 983 810
775 753 867 784
375 974 1249 1055
913 660 957 1106
470 1077 814 1269
43 865 966 1075
852 911 1221 896
568 576 581 953
725 709 659 664
258 122 1086 865
887 226 1124 980
682 683 730 1187
684 716 1054 1029
740 921 824 1032
621 643 1213 1206
1123 849 1072 1001
1197 572 787 1013
194 886 1250 999
807 990 788 1016
351 350 562 993
64 154 891 901
917 1246 922 1059
266 18 19 9
898 917 1219 735
738 251 1086 1236
994 997 809 801
1238 993 904 1174
1089 807 1041 795
274 457 275 1270
649 626 624 870
900 862 1034 800
266 274 276 995
70 936 968 1075
471 501 473 932
19 27 445 995
447 446 300 664
687 818 935 1229
645 144 143 1117
1216 387 1241 760
883 897 748 796
620 825 1167 1206
646 381 635 1261
1032 824 882 1226
825 815 1206 1028
491 494 477 945
728 705 900 800
156 56 51 619
1002 806 825 961
96 83 98 1080
1008 765 1238 779
737 1051 919 1111
806 880 950 764
524 536 535 1105
72 1050 960 844
233 754 1007 759
750 578 1130 787
953 750 991 895
316 415 315 889
196 947 802 1231
1221 1098 851 1036
1012 852 1177 824
483 121 497 1024
239 285 278 1039
191 708 665 791
641 422 408 763
235 1109 1047 1211
363 815 797 829
479 338 336 337
466 295 1270 1007
420 755 1251 1005
321 380 944 1093
493 439 879 1164
1 228 12 975
233 754 1270 1007
648 119 118 999
870 1043 758 1067
738 1086 1227 1236
334 337 419 834
825 1246 745 1175
628 821 1136 1200
749 159 1138 982
575 568 1123 991
880 1128 793 1183
254 277 752 1047
203 791 863 1224
834 429 954 760
248 1205 973 794
209 881 1099 1088
821 1153 1200 735
1113 828 961 880
21 22 162 23
358 357 356 910
41 198 286 836
257 453 216 283
319 415 611 1100
1037 754 1101 1107
1220 357 845 1028
249 265 287 1208
247 259 926 1071
166 609 37 608
970 953 1083 962
270 268 804 1096
689 723 673 1229
1082 892 889 822
646 1136 763 1261
257 255 387 1241
1035 1138 982 812
471 473 472 916
645 634 118 999
384 336 337 811
150 589 1033 860
994 892 809 822
581 576 1197 953
953 750 895 1083
806 1028 1212 773
591 86 62 175
782 1041 864 1148
210 100 928 749
624 628 870 1156
67 45 877 1089
791 663 1233 1118
895 827 890 1083
234 242 248 973
453 283 1066 853
1113 55 928 828
194 144 118 999
219 221 976 1259
471 473 916 932
916 755 932 1164
105 69 1085 1099
721 671 308 800
214 151 854 952
1225 751 1214 833
159 77 1138 982
297 1053 1190 856
588 582 1001 768
1227 738 1236 1139
1067 933 996 763
565 570 1218 767
182 36 268 804
484 496 383 1101
248 201 189 1140
624 629 1156 957
217 291 853 1264
53 73 180 492
99 492 1180 930
877 1021 1041 769
545 85 564 1149
663 665 654 791
141 140 117 546
303 610 304 441
1202 867 1105 1158
414 321 1272 1172
268 271 804 1096
960 152 823 1248
697 731 1170 862
740 890 942 1064
333 413 974 1144
646 629 1106 763
936 896 1111 738
1033 1070 1015 1114
786 1008 915 940
854 826 1265 1114
551 536 832 893
1153 757 898 917
959 903 1029 775
597 569 584 1087
906 834 1121 1221
304 263 441 606
652 623 620 961
238 1150 778 1047
589 114 149 150
1043 791 863 819
387 257 1241 1066
1035 886 812 757
880 806 751 764
808 993 1252 1238
89 1061 1162 748
911 335 852 1121
123 45 1089 949
436 1178 964 822
52 102 156 1245
755 1108 1251 1005
1184 678 798 1163
153 113 1045 823
671 900 1034 800
1246 812 1167 1266
998 501 932 889
1081 948 1126 1252
1001 887 768 1011
396 344 1054 903
609 182 605 804
1109 942 752 1047
771 1039 966 789
70 174 936 1120
860 1218 767 978
1022 785 829 1175
834 334 906 1121
572 574 937 1013
741 1041 1258 1219
501 486 473 932
197 130 79 935
842 756 1004 1017
366 1220 1178 822
1215 866 1104 756
716 700 959 1029
144 33 164 1117
237 451 1109 1211
179 1033 1263 1204
724 656 654 655
435 321 944 1272
52 99 89 1162
144 145 33 1117
55 94 928 828
469 487 501 889
531 528 908 774
1138 77 1035 982
458 683 733 1048
1128 845 997 888
922 735 988 1268
476 1210 1058 925
514 507 931 869
903 817 1029 835
407 438 1001 1011
741 946 1030 800
1180 209 748 1088
196 947 1231 762
1212 950 773 751
55 102 101 1113
583 582 425 424
786 956 1146 1203
1052 813 1014 986
258 122 1065 1086
486 314 493 1027
1222 1259 737 1111
575 849 1123 1001
405 582 588 406
227 252 224 955
680 730 715 913
1083 740 1032 874
632 622 1167 1266
695 682 1043 863
1041 864 1258 1219
862 813 1034 1014
496 384 1247 811
333 328 868 986
283 453 1267 853
90 103 805 1147
403 754 934 1107
614 613 1077 1151
585 584 165 166
863 1153 861 819
702 391 733 766
654 655 657 680
854 139 979 1204
448 459 299 1179
721 308 454 800
1072 885 955 837
63 172 843 842
169 1035 982 757
840 920 1144 839
536 835 1105 790
263 262 441 264
1266 917 922 1059
398 431 378 1165
1156 1067 957 1106
662 666 663 1118
329 310 939 1064
647 1200 1261 1078
878 802 1237 1112
772 916 755 932
359 361 347 761
897 883 1119 796
446 709 447 448
817 799 1176 1029
802 1074 1185 872
813 1022 785 1052
302 403 754 934
928 1113 828 961
886 999 1145 819
1128 1044 880 1212
845 1178 822 779
392 449 933 1078
685 692 743 871
764 1122 1214 958
453 216 283 1267
956 92 987 1239
584 150 166 1087
1020 1073 1125 842
741 813 1258 862
812 757 821 917
86 591 97 175
83 157 85 1149
1141 979 1204 1114
255 257 256 1241
879 337 811 1142
1122 782 756 901
64 154 63 891
782 864 950 1244
621 638 651 801
472 480 485 1069
724 696 680 758
539 534 1095 938
404 754 1101 1216
336 384 496 811
861 996 1193 1187
913 299 1179 1257
708 656 665 724
1198 805 748 873
1186 1084 1108 1251
950 864 1175 1244
194 118 119 999
211 204 863 1116
1067 1156 841 933
482 481 472 981
222 227 1000 1265
666 639 640 163
438 407 398 1011
1030 735 1268 1131
828 1113 1060 880
439 420 337 879
757 1153 1145 821
799 1202 1020 1185
392 410 465 766
476 485 480 857
60 115 114 1263
695 688 682 863
156 617 56 619
1043 1067 841 996
652 614 838 961
1104 866 989 756
96 208 1182 958
387 466 1216 1241
100 181 644 749
647 635 381 1261
648 76 119 1035
191 190 656 708
192 190 191 708
256 260 259 985
107 159 1021 983
665 191 791 1233
669 191 32 665
190 191 656 665
191 190 32 665
745 1115 797 829
1223 736 981 1181
996 861 1193 898
101 94 55 1113
472 479 1069 879
925 973 794 747
818 211 863 1116
19 266 9 288
501 487 486 889
656 665 724 654
163 639 143 164
815 1028 994 801
337 834 811 1142
828 780 961 880
649 624 627 870
554 1129 869 1271
1077 961 1151 809
1193 946 847 766
391 702 847 766
870 1043 1067 841
1246 1002 769 864
618 611 487 889
626 653 625 957
741 862 800 1014
820 881 1235 1110
676 1152 1240 884
902 927 762 1157
580 591 1230 937
1235 916 1110 814
100 644 928 749
466 457 404 1270
653 660 625 957
352 355 354 770
951 1147 992 876
916 1069 755 879
1028 815 994 997
644 623 928 749
403 404 754 1101
420 439 755 879
479 493 879 1164
1073 792 1262 756
1242 499 945 899
813 743 920 866
459 410 763 1048
204 129 695 1116
292 271 1096 1023
696 682 730 1043
673 674 694 1016
450 404 1101 1216
212 248 202 126
329 376 1032 882
807 982 1134 757
295 255 256 1241
666 639 163 164
694 705 704 946
418 440 1115 797
794 35 899 1195
684 685 732 1176
164 639 1117 1233
170 68 914 1076
449 381 1261 1078
1217 761 1137 1046
627 628 634 819
1205 249 1006 794
669 191 665 1233
287 265 13 1208
806 825 961 801
354 368 1186 1108
34 666 163 164
1134 807 788 1016
1028 806 1175 773
408 410 449 763
397 277 236 1109
256 232 1241 985
211 129 204 1116
1092 837 895 1049
1122 1040 1262 909
204 203 863 1224
495 403 490 934
105 91 89 1088
76 648 119 118
695 204 863 1224
1040 792 774 1214
1128 1044 888 793
77 76 1138 1035
388 384 429 954
94 210 928 780
299 410 408 763
660 667 642 1106
487 611 316 889
475 478 1107 1058
881 209 1180 1088
632 78 76 1138
713 133 132 872
419 1005 852 1121
118 645 144 143
780 107 1021 983
248 242 126 1143
1082 998 932 889
579 576 593 1197
233 293 754 759
786 1010 951 940
432 785 1052 986
672 47 703 949
1024 120 1090 914
1030 741 800 1014
636 622 633 1266
346 548 435 322
975 499 1242 899
739 286 836 1071
996 1067 763 1048
483 925 972 1024
1008 831 1252 765
782 1215 1244 909
717 686 1231 762
176 57 58 1062
1218 885 1070 767
826 854 789 979
802 1185 843 872
292 222 227 1000
54 637 56 55
536 539 530 1026
881 1235 1110 748
821 841 1136 1200
93 94 101 828
208 155 1004 958
751 764 1214 833
1084 977 755 1110
628 627 870 819
689 673 694 1016
833 876 1080 746
33 203 192 1224
452 1054 1201 871
94 107 210 780
660 650 957 1106
56 637 617 1127
839 1215 1104 929
791 1117 863 819
1169 910 773 1055
620 621 651 801
644 100 637 54
181 100 644 54
78 181 644 54
1002 1246 749 1167
628 631 636 1200
721 454 847 800
79 169 67 807
29 1063 965 1234
175 591 956 937
111 90 92 1239
594 586 993 808
119 648 886 999
576 593 953 1196
1262 1122 909 756
946 1193 898 735
766 996 763 1048
757 1134 788 898
359 462 761 967
1100 638 815 994
838 1113 961 880
810 891 1243 901
353 362 1027 1251
317 319 638 1100
927 697 1170 878
372 351 770 993
723 687 935 1229
1117 145 863 1250
660 657 913 957
1216 466 1270 1007
550 538 1062 1254
832 1003 944 1272
722 46 949 990
813 741 1258 1052
743 813 920 986
1170 795 862 900
128 130 687 935
145 203 33 1117
487 316 486 889
668 446 300 1257
830 912 894 1042
560 557 559 940
419 834 1005 1121
916 1069 977 755
130 129 128 687
1089 949 795 927
539 832 790 938
734 160 1192 1068
623 1002 749 1167
123 703 949 927
681 702 733 766
133 713 134 802
689 694 704 946
474 471 472 916
459 410 299 763
861 1043 819 841
1067 870 1156 957
1033 577 1141 1015
1067 913 763 1048
829 910 1028 1175
651 638 815 801
130 197 46 723
653 870 758 957
881 820 897 1110
643 630 797 1206
169 818 886 757
754 457 995 1270
635 628 1136 1200
391 847 1131 766
648 119 886 1035
542 761 1046 1207
675 676 677 1152
494 483 945 972
702 1193 946 847
538 532 1095 1188
