time node temp humidity
3.1536e+07 220.489 3.4112e-23 3.4112e-23
3.1536e+07 175.846 5.71705e-18 5.71705e-18
3.1536e+07 491.347 5.14288e-59 5.14288e-59
3.1536e+07 101.992 3.1279e-09 3.1279e-09
3.1536e+07 76.6404 1.30575e-06 1.30575e-06
3.1536e+07 154.033 1.09201e-15 1.09201e-15
3.1536e+07 93.42 2.42636e-08 2.42636e-08
3.1536e+07 190.396 1.173e-19 1.173e-19
3.1536e+07 234.874 2.82665e-25 2.82665e-25
3.1536e+07 84.0301 3.22651e-07 3.22651e-07
3.1536e+07 432.554 1.27002e-50 1.27002e-50
3.1536e+07 226.543 2.3028e-24 2.3028e-24
3.1536e+07 199.018 1.37805e-20 1.37805e-20
3.1536e+07 222.711 9.15679e-24 9.15679e-24
3.1536e+07 126.306 2.36206e-12 2.36206e-12
3.1536e+07 214.624 2.50576e-22 2.50576e-22
3.1536e+07 320.836 1.26506e-36 1.26506e-36
3.1536e+07 167.716 3.15292e-17 3.15292e-17
3.1536e+07 49.377 0.00142206 0.00142206
3.1536e+07 257.153 3.72641e-28 3.72641e-28
3.1536e+07 447.697 1.76169e-52 1.76169e-52
3.1536e+07 493.474 4.1429e-59 4.1429e-59
3.1536e+07 436.109 3.72028e-51 3.72028e-51
3.1536e+07 -5 100 100
3.1536e+07 0 64.9967 64.9967
3.1536e+07 500 2.3182e-60 2.3182e-60
3.1536e+07 505 0 0
3.1536e+07 430.12 1.36303e-50 1.36303e-50
3.1536e+07 127.685 1.67091e-12 1.67091e-12
3.1536e+07 485.627 5.29339e-58 5.29339e-58
3.1536e+07 262.634 6.55267e-29 6.55267e-29
3.1536e+07 429.265 1.48087e-50 1.48087e-50
3.1536e+07 180.822 1.01273e-18 1.01273e-18
3.1536e+07 159.111 2.54498e-16 2.54498e-16
3.1536e+07 205.571 2.35738e-21 2.35738e-21
3.1536e+07 203.094 3.57493e-21 3.57493e-21
3.1536e+07 139.988 4.32358e-14 4.32358e-14
3.1536e+07 493.315 1.84193e-59 1.84193e-59
3.1536e+07 295.151 2.25838e-33 2.25838e-33
3.1536e+07 342.952 2.12124e-39 2.12124e-39
3.1536e+07 48.1896 0.00188406 0.00188406
3.1536e+07 392.364 2.12081e-45 2.12081e-45
3.1536e+07 121.523 1.07563e-11 1.07563e-11
3.1536e+07 300.378 4.65844e-34 4.65844e-34
3.1536e+07 381.058 5.19913e-44 5.19913e-44
3.1536e+07 399.927 2.61448e-46 2.61448e-46
3.1536e+07 308.308 6.28125e-35 6.28125e-35
3.1536e+07 450.726 2.50439e-53 2.50439e-53
3.1536e+07 54.0546 0.000608925 0.000608925
3.1536e+07 34.7268 0.0642964 0.0642964
3.1536e+07 277.219 2.7559e-31 2.7559e-31
3.1536e+07 328.952 1.41448e-37 1.41448e-37
3.1536e+07 224.115 1.95683e-24 1.95683e-24
3.1536e+07 472.815 4.24012e-56 4.24012e-56
3.1536e+07 237.486 1.52665e-25 1.52665e-25
6.3072e+07 337.353 1.07984e-34 1.07984e-34
6.3072e+07 418.735 3.77851e-44 3.77851e-44
6.3072e+07 496.585 4.55319e-55 4.55319e-55
6.3072e+07 -5 100 100
6.3072e+07 0 73.4965 73.4965
6.3072e+07 500 1.63037e-55 1.63037e-55
6.3072e+07 505 0 0
6.3072e+07 282.571 6.86352e-28 6.86352e-28
6.3072e+07 12.6764 17.8192 17.8192
6.3072e+07 244.597 3.77484e-23 3.77484e-23
6.3072e+07 10.4705 22.2652 22.2652
6.3072e+07 190.544 1.18814e-16 1.18814e-16
6.3072e+07 198.728 1.74272e-17 1.74272e-17
6.3072e+07 402.805 1.71568e-42 1.71568e-42
6.3072e+07 242.761 9.12215e-23 9.12215e-23
6.3072e+07 383.804 1.86678e-39 1.86678e-39
6.3072e+07 142.594 1.01762e-11 1.01762e-11
6.3072e+07 89.3925 5.10259e-06 5.10259e-06
6.3072e+07 290.758 6.09326e-29 6.09326e-29
6.3072e+07 369.018 8.56786e-38 8.56786e-38
6.3072e+07 107.367 6.4753e-08 6.4753e-08
6.3072e+07 408.1 4.21993e-43 4.21993e-43
6.3072e+07 484.285 1.33769e-52 1.33769e-52
6.3072e+07 341.418 2.47414e-35 2.47414e-35
6.3072e+07 46.8881 0.0479678 0.0479678
6.3072e+07 15.8986 12.381 12.381
6.3072e+07 281.694 3.91062e-28 3.91062e-28
6.3072e+07 235.902 5.59441e-22 5.59441e-22
6.3072e+07 24.1612 4.30674 4.30674
6.3072e+07 487.26 3.07882e-53 3.07882e-53
6.3072e+07 427.909 3.60918e-45 3.60918e-45
6.3072e+07 35.9526 0.50491 0.50491
6.3072e+07 314.293 7.06844e-32 7.06844e-32
6.3072e+07 327.49 3.52293e-33 3.52293e-33
6.3072e+07 220.489 5.43352e-20 5.43352e-20
6.3072e+07 175.846 4.33479e-15 4.33479e-15
6.3072e+07 491.347 6.75184e-54 6.75184e-54
6.3072e+07 101.992 3.63463e-07 3.63463e-07
6.3072e+07 76.6404 7.49924e-05 7.49924e-05
6.3072e+07 154.033 5.54974e-13 5.54974e-13
6.3072e+07 93.42 2.32942e-06 2.32942e-06
6.3072e+07 190.396 1.17263e-16 1.17263e-16
6.3072e+07 234.874 5.99839e-22 5.99839e-22
6.3072e+07 84.0301 2.24326e-05 2.24326e-05
6.3072e+07 432.554 6.75858e-46 6.75858e-46
6.3072e+07 226.543 4.41821e-21 4.41821e-21
6.3072e+07 199.018 1.55517e-17 1.55517e-17
6.3072e+07 222.711 1.61289e-20 1.61289e-20
6.3072e+07 126.306 6.19467e-10 6.19467e-10
6.3072e+07 214.624 3.56359e-19 3.56359e-19
6.3072e+07 320.836 1.12103e-32 1.12103e-32
6.3072e+07 167.716 2.0874e-14 2.0874e-14
6.3072e+07 49.377 0.0266229 0.0266229
6.3072e+07 257.153 1.12578e-24 1.12578e-24
6.3072e+07 447.697 1.12319e-47 1.12319e-47
6.3072e+07 493.474 5.43189e-54 5.43189e-54
6.3072e+07 436.109 2.16509e-46 2.16509e-46
6.3072e+07 -5 100 100
6.3072e+07 0 72.0168 72.0168
6.3072e+07 500 3.63711e-55 3.63711e-55
6.3072e+07 505 0 0
6.3072e+07 430.12 7.1549e-46 7.1549e-46
6.3072e+07 127.685 4.37845e-10 4.37845e-10
6.3072e+07 485.627 6.29464e-53 6.29464e-53
6.3072e+07 262.634 2.18862e-25 2.18862e-25
6.3072e+07 429.265 8.10246e-46 8.10246e-46
6.3072e+07 180.822 8.81144e-16 8.81144e-16
6.3072e+07 159.111 1.45004e-13 1.45004e-13
6.3072e+07 205.571 3.01646e-18 3.01646e-18
6.3072e+07 203.094 4.46503e-18 4.46503e-18
6.3072e+07 139.988 1.66209e-11 1.66209e-11
6.3072e+07 493.315 2.58696e-54 2.58696e-54
6.3072e+07 295.151 1.31923e-29 1.31923e-29
6.3072e+07 342.952 2.66674e-35 2.66674e-35
6.3072e+07 48.1896 0.032375 0.032375
6.3072e+07 392.364 6.10449e-41 6.10449e-41
6.3072e+07 121.523 2.45339e-09 2.45339e-09
6.3072e+07 300.378 2.97389e-30 2.97389e-30
6.3072e+07 381.058 1.22338e-39 1.22338e-39
6.3072e+07 399.927 8.39551e-42 8.39551e-42
6.3072e+07 308.308 4.47068e-31 4.47068e-31
6.3072e+07 450.726 1.80507e-48 1.80507e-48
6.3072e+07 54.0546 0.0135299 0.0135299
6.3072e+07 34.7268 0.550064 0.550064
6.3072e+07 277.219 1.2215e-27 1.2215e-27
6.3072e+07 328.952 1.40382e-33 1.40382e-33
6.3072e+07 224.115 3.81208e-21 3.81208e-21
6.3072e+07 472.815 4.13154e-51 4.13154e-51
6.3072e+07 237.486 3.39942e-22 3.39942e-22
9.4608e+07 337.353 1.11411e-31 1.11411e-31
9.4608e+07 418.735 8.96636e-41 8.96636e-41
9.4608e+07 496.585 2.8238e-51 2.8238e-51
9.4608e+07 -5 100 100
9.4608e+07 0 77.3 77.3
9.4608e+07 500 1.05046e-51 1.05046e-51
9.4608e+07 505 0 0
9.4608e+07 282.571 3.72544e-25 3.72544e-25
9.4608e+07 12.6764 26.8622 26.8622
9.4608e+07 244.597 1.17503e-20 1.17503e-20
9.4608e+07 10.4705 31.8617 31.8617
9.4608e+07 190.544 1.48693e-14 1.48693e-14
9.4608e+07 198.728 2.44948e-15 2.44948e-15
9.4608e+07 402.805 3.52179e-39 3.52179e-39
9.4608e+07 242.761 2.60934e-20 2.60934e-20
9.4608e+07 383.804 2.85044e-36 2.85044e-36
9.4608e+07 142.594 5.44657e-10 5.44657e-10
9.4608e+07 89.3925 8.18498e-05 8.18498e-05
9.4608e+07 290.758 3.69734e-26 3.69734e-26
9.4608e+07 369.018 1.12835e-34 1.12835e-34
9.4608e+07 107.367 1.59119e-06 1.59119e-06
9.4608e+07 408.1 9.2243e-40 9.2243e-40
9.4608e+07 484.285 6.44689e-49 6.44689e-49
9.4608e+07 341.418 2.73405e-32 2.73405e-32
9.4608e+07 46.8881 0.218599 0.218599
9.4608e+07 15.8986 20.6549 20.6549
9.4608e+07 281.694 2.18377e-25 2.18377e-25
9.4608e+07 235.902 1.44871e-19 1.44871e-19
9.4608e+07 24.1612 8.88089 8.88089
9.4608e+07 487.26 1.59238e-49 1.59238e-49
9.4608e+07 427.909 9.12086e-42 9.12086e-42
9.4608e+07 35.9526 1.55959 1.55959
9.4608e+07 314.293 5.66773e-29 5.66773e-29
9.4608e+07 327.49 3.13659e-30 3.13659e-30
9.4608e+07 220.489 1.06869e-17 1.06869e-17
9.4608e+07 175.846 4.24229e-13 4.24229e-13
9.4608e+07 491.347 3.70351e-50 3.70351e-50
9.4608e+07 101.992 7.43073e-06 7.43073e-06
9.4608e+07 76.6404 0.000880811 0.000880811
9.4608e+07 154.033 3.83913e-11 3.83913e-11
9.4608e+07 93.42 4.08333e-05 4.08333e-05
9.4608e+07 190.396 1.47309e-14 1.47309e-14
9.4608e+07 234.874 1.57106e-19 1.57106e-19
9.4608e+07 84.0301 0.000305145 0.000305145
9.4608e+07 432.554 1.8492e-42 1.8492e-42
9.4608e+07 226.543 1.04498e-18 1.04498e-18
9.4608e+07 199.018 2.18611e-15 2.18611e-15
9.4608e+07 222.711 3.50174e-18 3.50174e-18
9.4608e+07 126.306 2.45903e-08 2.45903e-08
9.4608e+07 214.624 6.24669e-17 6.24669e-17
9.4608e+07 320.836 9.69193e-30 9.69193e-30
9.4608e+07 167.716 1.81905e-12 1.81905e-12
9.4608e+07 49.377 0.138086 0.138086
9.4608e+07 257.153 4.16294e-22 4.16294e-22
9.4608e+07 447.697 3.51357e-44 3.51357e-44
9.4608e+07 493.474 2.97979e-50 2.97979e-50
9.4608e+07 436.109 6.29877e-43 6.29877e-43
9.4608e+07 -5 100 100
9.4608e+07 0 75.7205 75.7205
9.4608e+07 500 2.26638e-51 2.26638e-51
9.4608e+07 505 0 0
9.4608e+07 430.12 1.9401e-42 1.9401e-42
9.4608e+07 127.685 1.74584e-08 1.74584e-08
9.4608e+07 485.627 3.20875e-49 3.20875e-49
9.4608e+07 262.634 8.89026e-23 8.89026e-23
9.4608e+07 429.265 2.25334e-42 2.25334e-42
9.4608e+07 180.822 9.749e-14 9.749e-14
9.4608e+07 159.111 1.10897e-11 1.10897e-11
9.4608e+07 205.571 4.77218e-16 4.77218e-16
9.4608e+07 203.094 6.8943e-16 6.8943e-16
9.4608e+07 139.988 9.03792e-10 9.03792e-10
9.4608e+07 493.315 1.49366e-50 1.49366e-50
9.4608e+07 295.151 8.49111e-27 8.49111e-27
9.4608e+07 342.952 2.90012e-32 2.90012e-32
9.4608e+07 48.1896 0.160607 0.160607
9.4608e+07 392.364 1.11095e-37 1.11095e-37
9.4608e+07 121.523 8.66473e-08 8.66473e-08
9.4608e+07 300.378 2.04241e-27 2.04241e-27
9.4608e+07 381.058 1.97282e-36 1.97282e-36
9.4608e+07 399.927 1.6383e-38 1.6383e-38
9.4608e+07 308.308 3.32032e-28 3.32032e-28
9.4608e+07 450.726 6.19013e-45 6.19013e-45
9.4608e+07 54.0546 0.0791887 0.0791887
9.4608e+07 34.7268 1.68056 1.68056
9.4608e+07 277.219 6.33811e-25 6.33811e-25
9.4608e+07 328.952 1.30953e-30 1.30953e-30
9.4608e+07 224.115 9.15768e-19 9.15768e-19
9.4608e+07 472.815 1.79712e-47 1.79712e-47
9.4608e+07 237.486 9.33002e-20 9.33002e-20
1.26144e+08 337.353 3.05824e-29 3.05824e-29
1.26144e+08 418.735 5.16238e-38 5.16238e-38
1.26144e+08 496.585 3.50878e-48 3.50878e-48
1.26144e+08 -5 100 100
1.26144e+08 0 80.0469 80.0469
1.26144e+08 500 1.34299e-48 1.34299e-48
1.26144e+08 505 0 0
1.26144e+08 282.571 5.55883e-23 5.55883e-23
1.26144e+08 12.6764 34.2861 34.2861
1.26144e+08 244.597 1.04722e-18 1.04722e-18
1.26144e+08 10.4705 39.2226 39.2226
1.26144e+08 190.544 5.88153e-13 5.88153e-13
1.26144e+08 198.728 1.07352e-13 1.07352e-13
1.26144e+08 402.805 1.79255e-36 1.79255e-36
1.26144e+08 242.761 2.16148e-18 2.16148e-18
1.26144e+08 383.804 1.12244e-33 1.12244e-33
1.26144e+08 142.594 1.03594e-08 1.03594e-08
1.26144e+08 89.3925 0.000565993 0.000565993
1.26144e+08 290.758 6.13011e-24 6.13011e-24
1.26144e+08 369.018 3.88381e-32 3.88381e-32
1.26144e+08 107.367 1.56885e-05 1.56885e-05
1.26144e+08 408.1 4.9464e-37 4.9464e-37
1.26144e+08 484.285 6.58073e-46 6.58073e-46
1.26144e+08 341.418 7.9988e-30 7.9988e-30
1.26144e+08 46.8881 0.581514 0.581514
1.26144e+08 15.8986 27.7682 27.7682
1.26144e+08 281.694 3.34889e-23 3.34889e-23
1.26144e+08 235.902 1.09574e-17 1.09574e-17
1.26144e+08 24.1612 13.6572 13.6572
1.26144e+08 487.26 1.71771e-46 1.71771e-46
1.26144e+08 427.909 5.53362e-39 5.53362e-39
1.26144e+08 35.9526 3.13669 3.13669
1.26144e+08 314.293 1.2241e-26 1.2241e-26
1.26144e+08 327.49 7.49308e-28 7.49308e-28
1.26144e+08 220.489 6.32912e-16 6.32912e-16
1.26144e+08 175.846 1.35053e-11 1.35053e-11
1.26144e+08 491.347 4.18448e-47 4.18448e-47
1.26144e+08 101.992 6.27094e-05 6.27094e-05
1.26144e+08 76.6404 0.00475117 0.00475117
1.26144e+08 154.033 9.04693e-10 9.04693e-10
1.26144e+08 93.42 0.000303285 0.000303285
1.26144e+08 190.396 5.84374e-13 5.84374e-13
1.26144e+08 234.874 1.1992e-17 1.1992e-17
1.26144e+08 84.0301 0.00184886 0.00184886
1.26144e+08 432.554 1.19722e-39 1.19722e-39
1.26144e+08 226.543 7.27245e-17 7.27245e-17
1.26144e+08 199.018 9.58132e-14 9.58132e-14
1.26144e+08 222.711 2.25903e-16 2.25903e-16
1.26144e+08 126.306 3.60082e-07 3.60082e-07
1.26144e+08 214.624 3.33025e-15 3.33025e-15
1.26144e+08 320.836 2.24873e-27 2.24873e-27
1.26144e+08 167.716 5.24777e-11 5.24777e-11
1.26144e+08 49.377 0.401659 0.401659
1.26144e+08 257.153 4.34518e-20 4.34518e-20
1.26144e+08 447.697 2.54141e-41 2.54141e-41
1.26144e+08 493.474 3.3696e-47 3.3696e-47
1.26144e+08 436.109 4.2809e-40 4.2809e-40
1.26144e+08 -5 100 100
1.26144e+08 0 78.5487 78.5487
1.26144e+08 500 2.8236e-48 2.8236e-48
1.26144e+08 505 0 0
1.26144e+08 430.12 1.24731e-39 1.24731e-39
1.26144e+08 127.685 2.57618e-07 2.57618e-07
1.26144e+08 485.627 3.42207e-46 3.42207e-46
1.26144e+08 262.634 1.01254e-20 1.01254e-20
1.26144e+08 429.265 1.4752e-39 1.4752e-39
1.26144e+08 180.822 3.45527e-12 3.45527e-12
1.26144e+08 159.111 2.85569e-10 2.85569e-10
1.26144e+08 205.571 2.32051e-14 2.32051e-14
1.26144e+08 203.094 3.27744e-14 3.27744e-14
1.26144e+08 139.988 1.72493e-08 1.72493e-08
1.26144e+08 493.315 1.75718e-47 1.75718e-47
1.26144e+08 295.151 1.48798e-24 1.48798e-24
1.26144e+08 342.952 8.36226e-30 8.36226e-30
1.26144e+08 48.1896 0.454571 0.454571
1.26144e+08 392.364 5.08753e-35 5.08753e-35
1.26144e+08 121.523 1.14853e-06 1.14853e-06
1.26144e+08 300.378 3.80588e-25 3.80588e-25
1.26144e+08 381.058 8.1378e-34 8.1378e-34
1.26144e+08 399.927 7.97162e-36 7.97162e-36
1.26144e+08 308.308 6.66392e-26 6.66392e-26
1.26144e+08 450.726 4.81437e-42 4.81437e-42
1.26144e+08 54.0546 0.251052 0.251052
1.26144e+08 34.7268 3.34724 3.34724
1.26144e+08 277.219 9.07332e-23 9.07332e-23
1.26144e+08 328.952 3.26626e-28 3.26626e-28
1.26144e+08 224.115 6.46558e-17 6.46558e-17
1.26144e+08 472.815 1.6908e-44 1.6908e-44
1.26144e+08 237.486 7.42549e-18 7.42549e-18
1.5768e+08 337.353 3.3479e-27 3.3479e-27
1.5768e+08 418.735 1.13734e-35 1.13734e-35
1.5768e+08 496.585 1.56275e-45 1.56275e-45
1.5768e+08 -5 100 100
1.5768e+08 0 82.137 82.137
1.5768e+08 500 6.12805e-46 6.12805e-46
1.5768e+08 505 0 0
1.5768e+08 282.571 3.44864e-21 3.44864e-21
1.5768e+08 12.6764 40.2828 40.2828
1.5768e+08 244.597 4.06126e-17 4.06126e-17
1.5768e+08 10.4705 44.9743 44.9743
1.5768e+08 190.544 1.1031e-11 1.1031e-11
1.5768e+08 198.728 2.20592e-12 2.20592e-12
1.5768e+08 402.805 3.51443e-34 3.51443e-34
1.5768e+08 242.761 7.87253e-17 7.87253e-17
1.5768e+08 383.804 1.72837e-31 1.72837e-31
1.5768e+08 142.594 1.02606e-07 1.02606e-07
1.5768e+08 89.3925 0.00236917 0.00236917
1.5768e+08 290.758 4.19096e-22 4.19096e-22
1.5768e+08 369.018 5.2646e-30 5.2646e-30
1.5768e+08 107.367 8.86013e-05 8.86013e-05
1.5768e+08 408.1 1.01804e-34 1.01804e-34
1.5768e+08 484.285 2.46246e-43 2.46246e-43
1.5768e+08 341.418 9.29375e-28 9.29375e-28
1.5768e+08 46.8881 1.15457 1.15457
1.5768e+08 15.8986 33.6788 33.6788
1.5768e+08 281.694 2.13149e-21 2.13149e-21
1.5768e+08 235.902 3.67355e-16 3.67355e-16
1.5768e+08 24.1612 18.1722 18.1722
1.5768e+08 487.26 6.75309e-44 6.75309e-44
1.5768e+08 427.909 1.28079e-36 1.28079e-36
1.5768e+08 35.9526 5.04547 5.04547
1.5768e+08 314.293 1.06928e-24 1.06928e-24
1.5768e+08 327.49 7.20159e-26 7.20159e-26
1.5768e+08 220.489 1.7061e-14 1.7061e-14
1.5768e+08 175.846 2.08731e-10 2.08731e-10
1.5768e+08 491.347 1.71471e-44 1.71471e-44
1.5768e+08 101.992 0.000310005 0.000310005
1.5768e+08 76.6404 0.0162477 0.0162477
1.5768e+08 154.033 1.07456e-08 1.07456e-08
1.5768e+08 93.42 0.00134541 0.00134541
1.5768e+08 190.396 1.09841e-11 1.09841e-11
1.5768e+08 234.874 4.04894e-16 4.04894e-16
1.5768e+08 84.0301 0.00694573 0.00694573
1.5768e+08 432.554 2.94554e-37 2.94554e-37
1.5768e+08 226.543 2.2583e-15 2.2583e-15
1.5768e+08 199.018 1.96903e-12 1.96903e-12
1.5768e+08 222.711 6.55834e-15 6.55834e-15
1.5768e+08 126.306 2.83072e-06 2.83072e-06
1.5768e+08 214.624 8.15441e-14 8.15441e-14
1.5768e+08 320.836 2.10055e-25 2.10055e-25
1.5768e+08 167.716 7.45248e-10 7.45248e-10
1.5768e+08 49.377 0.849963 0.849963
1.5768e+08 257.153 1.94544e-18 1.94544e-18
1.5768e+08 447.697 6.93707e-39 6.93707e-39
1.5768e+08 493.474 1.38232e-44 1.38232e-44
1.5768e+08 436.109 1.10106e-37 1.10106e-37
1.5768e+08 -5 100 100
1.5768e+08 0 80.7787 80.7787
1.5768e+08 500 1.2598e-45 1.2598e-45
1.5768e+08 505 0 0
1.5768e+08 430.12 3.0487e-37 3.0487e-37
1.5768e+08 127.685 2.04467e-06 2.04467e-06
1.5768e+08 485.627 1.33135e-43 1.33135e-43
1.5768e+08 262.634 4.9092e-19 4.9092e-19
1.5768e+08 429.265 3.66231e-37 3.66231e-37
1.5768e+08 180.822 5.8717e-11 5.8717e-11
1.5768e+08 159.111 3.67026e-09 3.67026e-09
1.5768e+08 205.571 5.22794e-13 5.22794e-13
1.5768e+08 203.094 7.23141e-13 7.23141e-13
1.5768e+08 139.988 1.70039e-07 1.70039e-07
1.5768e+08 493.315 7.46188e-45 7.46188e-45
1.5768e+08 295.151 1.07024e-22 1.07024e-22
1.5768e+08 342.952 9.58761e-28 9.58761e-28
1.5768e+08 48.1896 0.943848 0.943848
1.5768e+08 392.364 9.01656e-33 9.01656e-33
1.5768e+08 121.523 8.28601e-06 8.28601e-06
1.5768e+08 300.378 2.89704e-23 2.89704e-23
1.5768e+08 381.058 1.3071e-31 1.3071e-31
1.5768e+08 399.927 1.49615e-33 1.49615e-33
1.5768e+08 308.308 5.43332e-24 5.43332e-24
1.5768e+08 450.726 1.40502e-39 1.40502e-39
1.5768e+08 54.0546 0.56556 0.56556
1.5768e+08 34.7268 5.34296 5.34296
1.5768e+08 277.219 5.4233e-21 5.4233e-21
1.5768e+08 328.952 3.26531e-26 3.26531e-26
1.5768e+08 224.115 2.03444e-15 2.03444e-15
1.5768e+08 472.815 5.87386e-42 5.87386e-42
1.5768e+08 237.486 2.6019e-16 2.6019e-16
1.89216e+08 337.353 1.85895e-25 1.85895e-25
1.89216e+08 418.735 1.21823e-33 1.21823e-33
1.89216e+08 496.585 3.2559e-43 3.2559e-43
1.89216e+08 -5 100 100
1.89216e+08 0 83.7686 83.7686
1.89216e+08 500 1.30525e-43 1.30525e-43
1.89216e+08 505 0 0
1.89216e+08 282.571 1.13036e-19 1.13036e-19
1.89216e+08 12.6764 45.1377 45.1377
1.89216e+08 244.597 8.66392e-16 8.66392e-16
1.89216e+08 10.4705 49.5649 49.5649
1.89216e+08 190.544 1.22396e-10 1.22396e-10
1.89216e+08 198.728 2.65636e-11 2.65636e-11
1.89216e+08 402.805 3.37045e-32 3.37045e-32
1.89216e+08 242.761 1.59113e-15 1.59113e-15
1.89216e+08 383.804 1.32197e-29 1.32197e-29
1.89216e+08 142.594 6.49133e-07 6.49133e-07
1.89216e+08 89.3925 0.00714398 0.00714398
1.89216e+08 290.758 1.50212e-20 1.50212e-20
1.89216e+08 369.018 3.57195e-28 3.57195e-28
1.89216e+08 107.367 0.000345041 0.000345041
1.89216e+08 408.1 1.02148e-32 1.02148e-32
1.89216e+08 484.285 4.35817e-41 4.35817e-41
1.89216e+08 341.418 5.45335e-26 5.45335e-26
1.89216e+08 46.8881 1.91849 1.91849
1.89216e+08 15.8986 38.5689 38.5689
1.89216e+08 281.694 7.15493e-20 7.15493e-20
1.89216e+08 235.902 6.88245e-15 6.88245e-15
1.89216e+08 24.1612 22.268 22.268
1.89216e+08 487.26 1.25205e-41 1.25205e-41
1.89216e+08 427.909 1.43768e-34 1.43768e-34
1.89216e+08 35.9526 7.11742 7.11742
1.89216e+08 314.293 4.80763e-23 4.80763e-23
1.89216e+08 327.49 3.54253e-24 3.54253e-24
1.89216e+08 220.489 2.62803e-13 2.62803e-13
1.89216e+08 175.846 1.94675e-09 1.94675e-09
1.89216e+08 491.347 3.30574e-42 3.30574e-42
1.89216e+08 101.992 0.00107626 0.00107626
1.89216e+08 76.6404 0.0414486 0.0414486
1.89216e+08 154.033 7.945e-08 7.945e-08
1.89216e+08 93.42 0.00425488 0.00425488
1.89216e+08 190.396 1.22071e-10 1.22071e-10
